Ship Mode,Region,Division,Factory,Product ID,Country/Region,Sales,Units,Gross Profit,Cost,Factory_Lat,Factory_Lon,Dest_Lat,Dest_Lon,Shipping_Distance_Miles,Ship Mode_enc,Region_enc,Division_enc,Factory_enc,Product ID_enc,Country/Region_enc,Sales_scaled,Units_scaled,Gross Profit_scaled,Cost_scaled,Factory_Lat_scaled,Factory_Lon_scaled,Dest_Lat_scaled,Dest_Lon_scaled,Shipping_Distance_Miles_scaled,Lead_Time
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,27.92,8,19.92,8.0,32.881893,-111.768036,35.9,-86.7,1440.3887080579373,3,1,0,0,2,1,2.2720007857727493,2.306442882782402,2.480030447134722,1.751507568072155,0.11699526121604702,-0.8676358430165786,-0.5254616934213808,0.4530367816772155,0.30456046743501075,1274
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,35.9,-86.7,415.9827743499663,3,1,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,-0.5254616934213808,0.4530367816772155,-1.239100406794053,1274
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,21.6,6,14.4,7.2,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,0,1,1.3375483304633218,1.2609452123968845,1.2875976810317262,1.3909044645713238,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1272
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,36.8,-119.4,2192.70126305183,2,3,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1271
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,3,0,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1273
First Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,31.1,-97.6,973.2089808386704,0,2,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1272
Second Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,13.96,4,9.96,4.0,32.881893,-111.768036,32.7,-83.4,1642.7598582945438,2,1,0,0,2,1,0.20792542562724167,0.21544754201136698,0.32846697786192575,-0.05150794943200127,0.11699526121604702,-0.8676358430165786,-1.1549901597565984,0.6422572248622732,0.6095103085221627,1270
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1271
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1270
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,1273
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,3.49,1,2.49,1.0,32.881893,-111.768036,39.9,-86.3,1491.0826543197281,3,2,0,0,2,1,-1.340131094481889,-1.352798963566909,-1.2852056240926715,-1.4037695875601186,0.11699526121604702,-0.8676358430165786,0.26144888949764206,0.4759725929723744,0.38095036213363453,1274
Same Day,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,26.25,7,17.15,9.1,32.076176,-81.088371,42.9,-75.6,805.6465281797413,1,0,0,4,4,1,2.025080595841302,1.7836940475896432,1.881653859796805,2.247336835385798,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,1269
Second Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,2,0,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1271
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,40.0,-89.2,1342.7145079010913,2,2,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.2811216540706179,0.30968796108247465,0.15737678151278212,1273
Second Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,2,0,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1271
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,17.45,5,12.45,5.0,32.881893,-111.768036,40.0,-89.2,1342.7145079010913,2,2,0,0,2,1,0.7239442656636182,0.7381963772041257,0.8663578451801244,0.3992459299440378,0.11699526121604702,-0.8676358430165786,0.2811216540706179,0.30968796108247465,0.15737678151278212,1273
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,39.9,-86.3,1491.0826543197281,3,2,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,0.26144888949764206,0.4759725929723744,0.38095036213363453,1273
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,40.0,-89.2,710.052264607459,2,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,0.2811216540706179,0.30968796108247465,-0.7959718075952291,1273
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1273
Same Day,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,1,0,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1269
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,40.0,-89.2,710.052264607459,3,2,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,0.2811216540706179,0.30968796108247465,-0.7959718075952291,1274
Same Day,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,14.4,4,10.0,4.4,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,1,0,0,0,3,1,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1269
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,40.0,-89.2,1342.7145079010913,2,2,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,0.2811216540706179,0.30968796108247465,0.15737678151278212,1273
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,40.6,-77.2,627.2644398314413,3,0,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.3991582415084716,0.9977622999372306,-0.9207234531725781,1273
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1273
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,24.43,7,17.43,7.0,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,3,0,0,0,2,1,1.7559819457363721,1.7836940475896432,1.9421395798165224,1.300753688696116,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1273
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,39.9,-86.3,613.8071404412198,3,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,0.26144888949764206,0.4759725929723744,-0.9410020418237384,1273
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1274
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1274
First Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,39.0,-75.5,572.0602766963383,0,0,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,0.08439400834086219,1.0952394979416546,-1.00390972135219,1272
First Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,39.0,-75.5,572.0602766963383,0,0,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,0.08439400834086219,1.0952394979416546,-1.00390972135219,1272
First Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,39.0,-75.5,572.0602766963383,0,0,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.08439400834086219,1.0952394979416546,-1.00390972135219,1272
First Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,39.0,-75.5,2058.2451365473316,0,0,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,0.08439400834086219,1.0952394979416546,1.2355984116391445,1272
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,44.3,-89.8,1417.591569205816,3,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,1273
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,22.75,7,14.77,7.98,32.076176,-81.088371,44.3,-89.8,966.730515473792,3,2,0,4,1,1,1.5075831917933598,1.7836940475896432,1.3675252396292095,1.7424924904846344,-0.46101816903483744,1.1745497289985671,1.127050530708567,0.2752842441397372,-0.4091874674326088,1273
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,21.6,6,14.4,7.2,32.881893,-111.768036,44.3,-89.8,1417.591569205816,3,2,0,0,0,1,1.3375483304633218,1.2609452123968845,1.2875976810317262,1.3909044645713238,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,1273
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,39.0,-105.5,1448.1450069933794,0,3,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.08439400834086219,-0.6249463491952355,0.31624830992156133,1271
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,3.6,1,2.4,1.2,32.881893,-111.768036,44.3,-89.8,1417.591569205816,3,2,0,0,0,1,-1.323866890354668,-1.352798963566909,-1.3046474626704376,-1.3136188116849106,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,1273
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,40.0,-89.2,710.052264607459,3,2,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.2811216540706179,0.30968796108247465,-0.7959718075952291,1273
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1274
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,16.25,5,10.55,5.7,32.076176,-81.088371,44.3,-89.8,966.730515473792,3,2,0,4,1,1,0.5465165842757524,0.7381963772041257,0.4559190307606154,0.7147736455072653,-0.46101816903483744,1.1745497289985671,1.127050530708567,0.2752842441397372,-0.4091874674326088,1273
Second Class,Gulf,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,35.5,-79.4,1850.4602254941162,2,1,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.6041527517132829,0.8716153378138586,0.9224906611919949,1271
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1272
First Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,31.1,-97.6,973.2089808386704,0,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1272
Same Day,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,31.1,-97.6,838.6768461638266,1,2,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1269
Same Day,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,39.1,-76.8,541.6529732127352,1,0,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,0.10406677291383803,1.0206981112323896,-1.049729999363024,1269
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,1274
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,1274
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,27.8,-81.5,1832.1885197735455,3,1,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-2.118955623832402,0.7512023285142766,0.8949573208449905,1274
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,35.5,-79.4,255.6494438913546,3,1,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-0.6041527517132829,0.8716153378138586,-1.4807041313721978,1275
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,47.4,-120.5,2313.64674619799,0,3,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,1.73690623247081,-1.4850392727636805,1.6204590016259612,1271
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,14.4,4,10.0,4.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,3,1,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1274
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,26.0,8,16.88,9.12,32.076176,-81.088371,36.8,-119.4,2192.70126305183,2,3,0,4,1,1,1.9881164955521635,2.306442882782402,1.8233283440635064,2.2563519129733183,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1274
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,Canada,14.4,4,10.0,4.4,32.881893,-111.768036,55.0,-115.0,1536.2658622811705,2,3,0,0,3,0,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,3.2320363400169536,-1.1696718674552506,0.4490362136571349,1274
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,Canada,26.0,8,16.88,9.12,32.076176,-81.088371,55.0,-115.0,2282.4212936363756,2,3,0,4,1,0,1.9881164955521635,2.306442882782402,1.8233283440635064,2.2563519129733183,-0.46101816903483744,1.1745497289985671,3.2320363400169536,-1.1696718674552506,1.5734058678892322,1274
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,43.7,-71.6,2277.4383237654506,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,1.0090139432707146,1.3188636580694506,1.565897110497163,1273
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,43.7,-71.6,953.8912620818062,3,0,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,1.0090139432707146,1.3188636580694506,-0.4285347324799541,1273
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1274
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,39.3,-111.1,1747.4765981397925,3,3,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.14341230205978833,-0.9460477073274546,0.7673062845673532,1275
